,report_date,bond,bond_yield
15251,2023-02-13,ZARGB30,11.215
15212,2023-02-10,R2035,10.98
15216,2023-02-10,R214,11.29
15217,2023-02-10,R2044,11.46
15215,2023-02-10,R2040,11.405
15214,2023-02-10,R2037,11.24
15213,2023-02-10,R209,11.02
15206,2023-02-10,SATB12M,7.904
15211,2023-02-10,R2032,10.485
15210,2023-02-10,R213,10.26
15209,2023-02-10,R2030,9.85
15208,2023-02-10,R186,8.335
15219,2023-02-10,ZARGB2,8.055
15207,2023-02-10,R2023,7.5
15218,2023-02-10,R2048,11.34
15225,2023-02-10,ZARGB25,11.342
15220,2023-02-10,ZARGB3,8.205
15222,2023-02-10,ZARGB10,10.631
15223,2023-02-10,ZARGB15,11.296
15224,2023-02-10,ZARGB20,11.403
15226,2023-02-10,ZARGB30,11.195
15227,2023-02-10,SATB3M,6.69
15228,2023-02-10,SATB6M,7.89
15229,2023-02-10,SATB9M,7.95
15230,2023-02-10,REPO,7.25
15221,2023-02-10,ZARGB5,8.888
15190,2023-02-09,R2032,10.38
15194,2023-02-09,R2040,11.32
15193,2023-02-09,R2037,11.145
15192,2023-02-09,R209,10.925
15191,2023-02-09,R2035,10.88
15185,2023-02-09,SATB12M,7.859
15189,2023-02-09,R213,10.14
15188,2023-02-09,R2030,9.715
15187,2023-02-09,R186,8.255
15186,2023-02-09,R2023,7.5
15196,2023-02-09,R2044,11.385
15195,2023-02-09,R214,11.215
15201,2023-02-09,ZARGB10,10.527
15197,2023-02-09,R2048,11.265
15202,2023-02-09,ZARGB15,11.204
15205,2023-02-09,ZARGB30,11.12
15204,2023-02-09,ZARGB25,11.267
15203,2023-02-09,ZARGB20,11.327
15198,2023-02-09,ZARGB2,7.997
15200,2023-02-09,ZARGB5,8.787
15199,2023-02-09,ZARGB3,8.135
15164,2023-02-08,SATB12M,7.859
15165,2023-02-08,R2023,7.55
15175,2023-02-08,R2044,11.475
15167,2023-02-08,R2030,9.725
15168,2023-02-08,R213,10.165
15169,2023-02-08,R2032,10.39
15170,2023-02-08,R2035,10.94
15171,2023-02-08,R209,10.995
15172,2023-02-08,R2037,11.215
15173,2023-02-08,R2040,11.4
15174,2023-02-08,R214,11.3
15166,2023-02-08,R186,8.27
15176,2023-02-08,R2048,11.35
15177,2023-02-08,ZARGB2,8.002
15179,2023-02-08,ZARGB5,8.799
15180,2023-02-08,ZARGB10,10.551
15181,2023-02-08,ZARGB15,11.277
15182,2023-02-08,ZARGB20,11.416
15183,2023-02-08,ZARGB25,11.352
15184,2023-02-08,ZARGB30,11.199
15178,2023-02-08,ZARGB3,8.146
15148,2023-02-07,R2032,10.44
15151,2023-02-07,R2037,11.255
15150,2023-02-07,R209,11.045
15149,2023-02-07,R2035,10.98
15145,2023-02-07,R186,8.285
15147,2023-02-07,R213,10.18
15146,2023-02-07,R2030,9.745
15157,2023-02-07,ZARGB3,8.156
15156,2023-02-07,ZARGB2,8.007
15155,2023-02-07,R2048,11.425
15158,2023-02-07,ZARGB5,8.814
15159,2023-02-07,ZARGB10,10.597
15160,2023-02-07,ZARGB15,11.331
15161,2023-02-07,ZARGB20,11.492
15162,2023-02-07,ZARGB25,11.427
15163,2023-02-07,ZARGB30,11.274
15143,2023-02-07,SATB12M,7.859
15152,2023-02-07,R2040,11.48
15144,2023-02-07,R2023,7.55
15153,2023-02-07,R214,11.38
15154,2023-02-07,R2044,11.55
15132,2023-02-06,R214,11.305
15124,2023-02-06,R186,8.245
15125,2023-02-06,R2030,9.685
15126,2023-02-06,R213,10.115
15127,2023-02-06,R2032,10.35
15128,2023-02-06,R2035,10.91
15129,2023-02-06,R209,10.96
15130,2023-02-06,R2037,11.175
15131,2023-02-06,R2040,11.4
15133,2023-02-06,R2044,11.47
15122,2023-02-06,SATB12M,7.859
15134,2023-02-06,R2048,11.345
15135,2023-02-06,ZARGB2,7.993
15136,2023-02-06,ZARGB3,8.128
15137,2023-02-06,ZARGB5,8.766
15138,2023-02-06,ZARGB10,10.513
15139,2023-02-06,ZARGB15,11.25
15141,2023-02-06,ZARGB25,11.347
15142,2023-02-06,ZARGB30,11.194
15123,2023-02-06,R2023,7.55
15140,2023-02-06,ZARGB20,11.414
15102,2023-02-03,R2032,10.25
15110,2023-02-03,ZARGB2,7.946
15097,2023-02-03,SATB12M,7.859
15098,2023-02-03,R2023,7.52
15099,2023-02-03,R186,8.11
15100,2023-02-03,R2030,9.575
15101,2023-02-03,R213,10.01
15103,2023-02-03,R2035,10.83
15104,2023-02-03,R209,10.89
15105,2023-02-03,R2037,11.095
15107,2023-02-03,R214,11.2
15108,2023-02-03,R2044,11.355
15109,2023-02-03,R2048,11.235
15106,2023-02-03,R2040,11.28
15111,2023-02-03,ZARGB3,8.033
15117,2023-02-03,ZARGB30,11.09
15121,2023-02-03,REPO,7.25
15112,2023-02-03,ZARGB5,8.636
15119,2023-02-03,SATB6M,7.88
15118,2023-02-03,SATB3M,6.69
15120,2023-02-03,SATB9M,7.95
15116,2023-02-03,ZARGB25,11.237
15115,2023-02-03,ZARGB20,11.302
15114,2023-02-03,ZARGB15,11.156
15113,2023-02-03,ZARGB10,10.417
15087,2023-02-02,R2044,11.235
15096,2023-02-02,ZARGB30,10.926
15095,2023-02-02,ZARGB25,11.098
15094,2023-02-02,ZARGB20,11.18
15093,2023-02-02,ZARGB15,11.046
15091,2023-02-02,ZARGB5,8.499
15090,2023-02-02,ZARGB3,7.953
15089,2023-02-02,ZARGB2,7.946
15088,2023-02-02,R2048,11.095
15092,2023-02-02,ZARGB10,10.322
15077,2023-02-02,R2023,7.52
15085,2023-02-02,R2040,11.16
15084,2023-02-02,R2037,10.99
15086,2023-02-02,R214,11.075
15083,2023-02-02,R209,10.78
15082,2023-02-02,R2035,10.75
15081,2023-02-02,R2032,10.15
15080,2023-02-02,R213,9.9
15079,2023-02-02,R2030,9.465
15078,2023-02-02,R186,7.96
15076,2023-02-02,SATB12M,7.938
15060,2023-02-01,R2032,10.25
15064,2023-02-01,R2040,11.24
15063,2023-02-01,R2037,11.085
15062,2023-02-01,R209,10.875
15061,2023-02-01,R2035,10.85
15068,2023-02-01,ZARGB2,7.979
15059,2023-02-01,R213,10.01
15058,2023-02-01,R2030,9.585
15057,2023-02-01,R186,8.055
15066,2023-02-01,R2044,11.32
15056,2023-02-01,R2023,7.55
15065,2023-02-01,R214,11.16
15071,2023-02-01,ZARGB10,10.421
15067,2023-02-01,R2048,11.18
15069,2023-02-01,ZARGB3,8.019
15070,2023-02-01,ZARGB5,8.601
15072,2023-02-01,ZARGB15,11.136
15073,2023-02-01,ZARGB20,11.265
15074,2023-02-01,ZARGB25,11.183
15055,2023-02-01,SATB12M,7.938
15075,2023-02-01,ZARGB30,11.012
15038,2023-01-31,R213,10.085
15042,2023-01-31,R2037,11.175
15041,2023-01-31,R209,10.96
15040,2023-01-31,R2035,10.92
15039,2023-01-31,R2032,10.31
15034,2023-01-31,SATB12M,7.938
15037,2023-01-31,R2030,9.655
15036,2023-01-31,R186,8.11
15035,2023-01-31,R2023,7.75
15044,2023-01-31,R214,11.245
15043,2023-01-31,R2040,11.325
15054,2023-01-31,ZARGB30,11.092
15045,2023-01-31,R2044,11.4
15050,2023-01-31,ZARGB10,10.484
15046,2023-01-31,R2048,11.26
15052,2023-01-31,ZARGB20,11.346
15051,2023-01-31,ZARGB15,11.224
15053,2023-01-31,ZARGB25,11.263
15049,2023-01-31,ZARGB5,8.66
15048,2023-01-31,ZARGB3,8.057
15047,2023-01-31,ZARGB2,7.998
15014,2023-01-30,R2023,7.75
15013,2023-01-30,SATB12M,7.938
15015,2023-01-30,R186,8.14
15016,2023-01-30,R2030,9.685
15017,2023-01-30,R213,10.12
15018,2023-01-30,R2032,10.34
15019,2023-01-30,R2035,10.94
15020,2023-01-30,R209,10.97
15021,2023-01-30,R2037,11.18
15022,2023-01-30,R2040,11.33
15023,2023-01-30,R214,11.25
15024,2023-01-30,R2044,11.39
15030,2023-01-30,ZARGB15,11.229
15025,2023-01-30,R2048,11.27
15033,2023-01-30,ZARGB30,11.126
15031,2023-01-30,ZARGB20,11.341
15032,2023-01-30,ZARGB25,11.273
15029,2023-01-30,ZARGB10,10.51
15027,2023-01-30,ZARGB3,8.078
15026,2023-01-30,ZARGB2,8.008
15028,2023-01-30,ZARGB5,8.689
15000,2023-01-27,R2048,11.2
14988,2023-01-27,SATB12M,7.938
14989,2023-01-27,R2023,7.75
14990,2023-01-27,R186,8.12
14991,2023-01-27,R2030,9.65
14992,2023-01-27,R213,10.075
14993,2023-01-27,R2032,10.29
14994,2023-01-27,R2035,10.89
14995,2023-01-27,R209,10.91
14996,2023-01-27,R2037,11.12
14998,2023-01-27,R214,11.18
14999,2023-01-27,R2044,11.335
14997,2023-01-27,R2040,11.26
15001,2023-01-27,ZARGB2,8.001
15007,2023-01-27,ZARGB25,11.203
15012,2023-01-27,REPO,7.25
15011,2023-01-27,SATB9M,8.02
15002,2023-01-27,ZARGB3,8.063
15009,2023-01-27,SATB3M,6.56
15008,2023-01-27,ZARGB30,11.038
15010,2023-01-27,SATB6M,7.99
15006,2023-01-27,ZARGB20,11.281
15005,2023-01-27,ZARGB15,11.166
15004,2023-01-27,ZARGB10,10.459
15003,2023-01-27,ZARGB5,8.66
14968,2023-01-26,R2023,7.75
14969,2023-01-26,R186,8.085
14977,2023-01-26,R214,11.08
14971,2023-01-26,R213,10.035
14972,2023-01-26,R2032,10.25
14967,2023-01-26,SATB12M,8.05
14974,2023-01-26,R209,10.81
14975,2023-01-26,R2037,11.005
14976,2023-01-26,R2040,11.16
14970,2023-01-26,R2030,9.6
14978,2023-01-26,R2044,11.22
14984,2023-01-26,ZARGB15,11.055
14979,2023-01-26,R2048,11.09
14987,2023-01-26,ZARGB30,10.934
14986,2023-01-26,ZARGB25,11.093
14985,2023-01-26,ZARGB20,11.171
14973,2023-01-26,R2035,10.79
14983,2023-01-26,ZARGB10,10.401
14981,2023-01-26,ZARGB3,8.074
14982,2023-01-26,ZARGB5,8.618
14980,2023-01-26,ZARGB2,8.062
14956,2023-01-25,R214,11.11
14946,2023-01-25,SATB12M,8.05
14948,2023-01-25,R186,8.165
14949,2023-01-25,R2030,9.66
14950,2023-01-25,R213,10.08
14952,2023-01-25,R2035,10.82
14953,2023-01-25,R209,10.86
14954,2023-01-25,R2037,11.04
14955,2023-01-25,R2040,11.2
14947,2023-01-25,R2023,7.75
14957,2023-01-25,R2044,11.24
14963,2023-01-25,ZARGB15,11.092
14958,2023-01-25,R2048,11.095
14966,2023-01-25,ZARGB30,10.921
14965,2023-01-25,ZARGB25,11.099
14964,2023-01-25,ZARGB20,11.194
14951,2023-01-25,R2032,10.28
14962,2023-01-25,ZARGB10,10.431
14960,2023-01-25,ZARGB3,8.129
14959,2023-01-25,ZARGB2,8.09
14961,2023-01-25,ZARGB5,8.69
14935,2023-01-24,R214,11.24
14926,2023-01-24,R2023,7.65
14927,2023-01-24,R186,8.22
14928,2023-01-24,R2030,9.74
14929,2023-01-24,R213,10.17
14930,2023-01-24,R2032,10.38
14931,2023-01-24,R2035,10.94
14932,2023-01-24,R209,10.96
14933,2023-01-24,R2037,11.15
14934,2023-01-24,R2040,11.32
14937,2023-01-24,R2048,11.24
14936,2023-01-24,R2044,11.38
14938,2023-01-24,ZARGB2,8.108
14939,2023-01-24,ZARGB3,8.167
14941,2023-01-24,ZARGB10,10.536
14942,2023-01-24,ZARGB15,11.205
14943,2023-01-24,ZARGB20,11.331
14944,2023-01-24,ZARGB25,11.244
14945,2023-01-24,ZARGB30,11.072
14925,2023-01-24,SATB12M,8.05
14940,2023-01-24,ZARGB5,8.752
14921,2023-01-23,ZARGB15,11.275
14909,2023-01-23,R2032,10.43
14914,2023-01-23,R214,11.31
14904,2023-01-23,SATB12M,8.05
14905,2023-01-23,R2023,7.47
14906,2023-01-23,R186,8.27
14907,2023-01-23,R2030,9.79
14908,2023-01-23,R213,10.22
14910,2023-01-23,R2035,11.01
14911,2023-01-23,R209,11.03
14913,2023-01-23,R2040,11.39
14912,2023-01-23,R2037,11.22
14915,2023-01-23,R2044,11.46
14916,2023-01-23,R2048,11.31
14917,2023-01-23,ZARGB2,8.126
14918,2023-01-23,ZARGB3,8.201
14919,2023-01-23,ZARGB5,8.801
14920,2023-01-23,ZARGB10,10.591
14922,2023-01-23,ZARGB20,11.407
14923,2023-01-23,ZARGB25,11.314
14924,2023-01-23,ZARGB30,11.13
14883,2023-01-20,R213,10.19
14889,2023-01-20,R214,11.295
14888,2023-01-20,R2040,11.375
14886,2023-01-20,R209,11.02
14885,2023-01-20,R2035,10.965
14884,2023-01-20,R2032,10.425
14887,2023-01-20,R2037,11.2
14882,2023-01-20,R2030,9.745
14881,2023-01-20,R186,8.25
14880,2023-01-20,R2023,7.5
14879,2023-01-20,SATB12M,8.05
14892,2023-01-20,ZARGB2,8.118
14891,2023-01-20,R2048,11.28
14890,2023-01-20,R2044,11.435
14893,2023-01-20,ZARGB3,8.187
14898,2023-01-20,ZARGB25,11.285
14903,2023-01-20,REPO,7.0
14901,2023-01-20,SATB6M,7.97
14900,2023-01-20,SATB3M,6.55
14899,2023-01-20,ZARGB30,11.095
14902,2023-01-20,SATB9M,8.13
14897,2023-01-20,ZARGB20,11.385
14896,2023-01-20,ZARGB15,11.256
14895,2023-01-20,ZARGB10,10.573
14894,2023-01-20,ZARGB5,8.768
14858,2023-01-19,SATB12M,8.107
14868,2023-01-19,R214,11.235
14859,2023-01-19,R2023,7.5
14860,2023-01-19,R186,8.185
14861,2023-01-19,R2030,9.725
14862,2023-01-19,R213,10.14
14863,2023-01-19,R2032,10.35
14864,2023-01-19,R2035,10.95
14865,2023-01-19,R209,10.99
14866,2023-01-19,R2037,11.165
14867,2023-01-19,R2040,11.33
14873,2023-01-19,ZARGB5,8.717
14869,2023-01-19,R2044,11.385
14870,2023-01-19,R2048,11.235
14871,2023-01-19,ZARGB2,8.134
14872,2023-01-19,ZARGB3,8.16
14874,2023-01-19,ZARGB10,10.514
14875,2023-01-19,ZARGB15,11.218
14876,2023-01-19,ZARGB20,11.331
14877,2023-01-19,ZARGB25,11.24
14878,2023-01-19,ZARGB30,11.056
14842,2023-01-18,R2032,10.29
14846,2023-01-18,R2040,11.21
14845,2023-01-18,R2037,11.045
14844,2023-01-18,R209,10.865
14843,2023-01-18,R2035,10.86
14848,2023-01-18,R2044,11.24
14837,2023-01-18,SATB12M,8.107
14838,2023-01-18,R2023,7.5
14839,2023-01-18,R186,8.1
14841,2023-01-18,R213,10.065
14847,2023-01-18,R214,11.09
14840,2023-01-18,R2030,9.645
14849,2023-01-18,R2048,11.09
14857,2023-01-18,ZARGB30,10.911
14850,2023-01-18,ZARGB2,8.105
14855,2023-01-18,ZARGB20,11.186
14856,2023-01-18,ZARGB25,11.095
14854,2023-01-18,ZARGB15,11.097
14853,2023-01-18,ZARGB10,10.445
14851,2023-01-18,ZARGB3,8.102
14852,2023-01-18,ZARGB5,8.633
14826,2023-01-17,R214,11.29
14816,2023-01-17,SATB12M,8.107
14817,2023-01-17,R2023,7.5
14818,2023-01-17,R186,8.305
14819,2023-01-17,R2030,9.875
14820,2023-01-17,R213,10.285
14822,2023-01-17,R2035,11.06
14823,2023-01-17,R209,11.065
14825,2023-01-17,R2040,11.39
14821,2023-01-17,R2032,10.48
14827,2023-01-17,R2044,11.41
14832,2023-01-17,ZARGB10,10.638
14836,2023-01-17,ZARGB30,11.037
14835,2023-01-17,ZARGB25,11.245
14834,2023-01-17,ZARGB20,11.367
14833,2023-01-17,ZARGB15,11.281
14824,2023-01-17,R2037,11.23
14831,2023-01-17,ZARGB5,8.845
14830,2023-01-17,ZARGB3,8.242
14829,2023-01-17,ZARGB2,8.175
14828,2023-01-17,R2048,11.24
14805,2023-01-16,R214,11.27
14814,2023-01-16,ZARGB25,11.221
14813,2023-01-16,ZARGB20,11.35
14812,2023-01-16,ZARGB15,11.271
14811,2023-01-16,ZARGB10,10.624
14810,2023-01-16,ZARGB5,8.812
14809,2023-01-16,ZARGB3,8.215
14808,2023-01-16,ZARGB2,8.161
14807,2023-01-16,R2048,11.215
14815,2023-01-16,ZARGB30,11.0
14803,2023-01-16,R2037,11.225
14804,2023-01-16,R2040,11.37
14797,2023-01-16,R186,8.265
14802,2023-01-16,R209,11.06
14795,2023-01-16,SATB12M,8.107
14796,2023-01-16,R2023,7.5
14806,2023-01-16,R2044,11.395
14798,2023-01-16,R2030,9.86
14800,2023-01-16,R2032,10.47
14801,2023-01-16,R2035,11.04
14799,2023-01-16,R213,10.275
14781,2023-01-13,R2044,11.235
14770,2023-01-13,SATB12M,8.107
14771,2023-01-13,R2023,7.5
14772,2023-01-13,R186,8.225
14773,2023-01-13,R2030,9.775
14774,2023-01-13,R213,10.2
14775,2023-01-13,R2032,10.375
14776,2023-01-13,R2035,10.9
14777,2023-01-13,R209,10.91
14778,2023-01-13,R2037,11.08
14779,2023-01-13,R2040,11.205
14780,2023-01-13,R214,11.105
14783,2023-01-13,ZARGB2,8.147
14782,2023-01-13,R2048,11.06
14784,2023-01-13,ZARGB3,8.187
14785,2023-01-13,ZARGB5,8.753
14787,2023-01-13,ZARGB15,11.119
14788,2023-01-13,ZARGB20,11.188
14789,2023-01-13,ZARGB25,11.066
14790,2023-01-13,ZARGB30,10.852
14791,2023-01-13,SATB3M,6.56
14792,2023-01-13,SATB6M,8.03
14793,2023-01-13,SATB9M,8.24
14794,2023-01-13,REPO,7.0
14786,2023-01-13,ZARGB10,10.516
14751,2023-01-12,R186,8.17
14755,2023-01-12,R2035,10.83
14759,2023-01-12,R214,11.015
14769,2023-01-12,ZARGB30,10.773
14749,2023-01-12,SATB12M,8.344
14750,2023-01-12,R2023,7.5
14752,2023-01-12,R2030,9.75
14753,2023-01-12,R213,10.17
14754,2023-01-12,R2032,10.35
14756,2023-01-12,R209,10.84
14757,2023-01-12,R2037,11.015
14758,2023-01-12,R2040,11.13
14760,2023-01-12,R2044,11.145
14761,2023-01-12,R2048,10.975
14762,2023-01-12,ZARGB2,8.285
14763,2023-01-12,ZARGB3,8.226
14764,2023-01-12,ZARGB5,8.706
14765,2023-01-12,ZARGB10,10.478
14766,2023-01-12,ZARGB15,11.051
14767,2023-01-12,ZARGB20,11.098
14768,2023-01-12,ZARGB25,10.981
14732,2023-01-11,R213,10.295
14736,2023-01-11,R2037,11.14
14735,2023-01-11,R209,10.955
14734,2023-01-11,R2035,10.95
14728,2023-01-11,SATB12M,8.344
14731,2023-01-11,R2030,9.87
14730,2023-01-11,R186,8.325
14729,2023-01-11,R2023,7.5
14738,2023-01-11,R214,11.13
14737,2023-01-11,R2040,11.25
14733,2023-01-11,R2032,10.48
14739,2023-01-11,R2044,11.27
14744,2023-01-11,ZARGB10,10.605
14747,2023-01-11,ZARGB25,11.101
14746,2023-01-11,ZARGB20,11.219
14745,2023-01-11,ZARGB15,11.174
14748,2023-01-11,ZARGB30,10.887
14743,2023-01-11,ZARGB5,8.848
14742,2023-01-11,ZARGB3,8.331
14741,2023-01-11,ZARGB2,8.338
14740,2023-01-11,R2048,11.095
14707,2023-01-10,SATB12M,8.344
14717,2023-01-10,R214,11.15
14708,2023-01-10,R2023,7.525
14709,2023-01-10,R186,8.33
14710,2023-01-10,R2030,9.875
14711,2023-01-10,R213,10.295
14712,2023-01-10,R2032,10.48
14713,2023-01-10,R2035,10.98
14714,2023-01-10,R209,10.975
14715,2023-01-10,R2037,11.17
14716,2023-01-10,R2040,11.28
14718,2023-01-10,R2044,11.29
14719,2023-01-10,R2048,11.12
14721,2023-01-10,ZARGB3,8.335
14722,2023-01-10,ZARGB5,8.852
14723,2023-01-10,ZARGB10,10.613
14724,2023-01-10,ZARGB15,11.204
14725,2023-01-10,ZARGB20,11.239
14726,2023-01-10,ZARGB25,11.126
14727,2023-01-10,ZARGB30,10.918
14720,2023-01-10,ZARGB2,8.339
14692,2023-01-09,R2035,10.87
14695,2023-01-09,R2040,11.17
14694,2023-01-09,R2037,11.06
14693,2023-01-09,R209,10.87
14697,2023-01-09,R2044,11.19
14691,2023-01-09,R2032,10.36
14690,2023-01-09,R213,10.17
14689,2023-01-09,R2030,9.77
14688,2023-01-09,R186,8.225
14696,2023-01-09,R214,11.045
14687,2023-01-09,R2023,7.55
14698,2023-01-09,R2048,11.02
14699,2023-01-09,ZARGB2,8.304
14700,2023-01-09,ZARGB3,8.263
14701,2023-01-09,ZARGB5,8.745
14702,2023-01-09,ZARGB10,10.495
14703,2023-01-09,ZARGB15,11.094
14704,2023-01-09,ZARGB20,11.137
14705,2023-01-09,ZARGB25,11.026
14706,2023-01-09,ZARGB30,10.818
14686,2023-01-09,SATB12M,8.344
14668,2023-01-06,R209,11.095
14670,2023-01-06,R2040,11.4
14674,2023-01-06,ZARGB2,8.14
14661,2023-01-06,SATB12M,8.344
14662,2023-01-06,R2023,7.45
14663,2023-01-06,R186,8.445
14664,2023-01-06,R2030,9.995
14665,2023-01-06,R213,10.405
14666,2023-01-06,R2032,10.605
14667,2023-01-06,R2035,11.095
14669,2023-01-06,R2037,11.3
14671,2023-01-06,R214,11.265
14672,2023-01-06,R2044,11.41
14673,2023-01-06,R2048,11.24
14675,2023-01-06,ZARGB3,8.342
14676,2023-01-06,ZARGB5,8.963
14677,2023-01-06,ZARGB10,10.733
14678,2023-01-06,ZARGB15,11.331
14679,2023-01-06,ZARGB20,11.356
14680,2023-01-06,ZARGB25,11.247
14681,2023-01-06,ZARGB30,11.038
14682,2023-01-06,SATB3M,6.59
14683,2023-01-06,SATB6M,8.08
14684,2023-01-06,SATB9M,8.33
14685,2023-01-06,REPO,7.0
14643,2023-01-05,R2030,10.035
14647,2023-01-05,R209,11.14
14646,2023-01-05,R2035,11.14
14645,2023-01-05,R2032,10.635
14644,2023-01-05,R213,10.435
14648,2023-01-05,R2037,11.345
14642,2023-01-05,R186,8.545
14641,2023-01-05,R2023,7.45
14640,2023-01-05,SATB12M,8.231
14650,2023-01-05,R214,11.31
14649,2023-01-05,R2040,11.44
14658,2023-01-05,ZARGB20,11.401
14651,2023-01-05,R2044,11.455
14656,2023-01-05,ZARGB10,10.766
14652,2023-01-05,R2048,11.28
14659,2023-01-05,ZARGB25,11.287
14657,2023-01-05,ZARGB15,11.374
14660,2023-01-05,ZARGB30,11.073
14655,2023-01-05,ZARGB5,9.042
14654,2023-01-05,ZARGB3,8.387
14653,2023-01-05,ZARGB2,8.147
14629,2023-01-04,R214,11.31
14619,2023-01-04,SATB12M,8.231
14620,2023-01-04,R2023,7.45
14621,2023-01-04,R186,8.525
14622,2023-01-04,R2030,10.005
14623,2023-01-04,R213,10.41
14624,2023-01-04,R2032,10.625
14625,2023-01-04,R2035,11.135
14626,2023-01-04,R209,11.14
14627,2023-01-04,R2037,11.345
14628,2023-01-04,R2040,11.43
14637,2023-01-04,ZARGB20,11.395
14630,2023-01-04,R2044,11.445
14632,2023-01-04,ZARGB2,8.138
14633,2023-01-04,ZARGB3,8.372
14634,2023-01-04,ZARGB5,9.017
14635,2023-01-04,ZARGB10,10.757
14636,2023-01-04,ZARGB15,11.371
14638,2023-01-04,ZARGB25,11.277
14639,2023-01-04,ZARGB30,11.063
14631,2023-01-04,R2048,11.27
14602,2023-01-03,R213,10.475
14607,2023-01-03,R2040,11.455
14606,2023-01-03,R2037,11.385
14605,2023-01-03,R209,11.18
14603,2023-01-03,R2032,10.675
14609,2023-01-03,R2044,11.465
14601,2023-01-03,R2030,10.065
14600,2023-01-03,R186,8.64
14599,2023-01-03,R2023,7.4
14598,2023-01-03,SATB12M,8.231
14608,2023-01-03,R214,11.33
14604,2023-01-03,R2035,11.17
14610,2023-01-03,R2048,11.295
14612,2023-01-03,ZARGB3,8.447
14613,2023-01-03,ZARGB5,9.112
14614,2023-01-03,ZARGB10,10.803
14615,2023-01-03,ZARGB15,11.406
14616,2023-01-03,ZARGB20,11.415
14617,2023-01-03,ZARGB25,11.302
14618,2023-01-03,ZARGB30,11.094
14611,2023-01-03,ZARGB2,8.171
14581,2023-01-02,R213,10.575
14585,2023-01-02,R2037,11.48
14584,2023-01-02,R209,11.275
14583,2023-01-02,R2035,11.27
14582,2023-01-02,R2032,10.775
14587,2023-01-02,R214,11.43
14580,2023-01-02,R2030,10.17
14579,2023-01-02,R186,8.75
14578,2023-01-02,R2023,7.4
14577,2023-01-02,SATB12M,8.231
14586,2023-01-02,R2040,11.55
14593,2023-01-02,ZARGB10,10.902
14588,2023-01-02,R2044,11.565
14594,2023-01-02,ZARGB15,11.501
14597,2023-01-02,ZARGB30,11.183
14596,2023-01-02,ZARGB25,11.397
14595,2023-01-02,ZARGB20,11.515
14589,2023-01-02,R2048,11.39
14592,2023-01-02,ZARGB5,9.22
14591,2023-01-02,ZARGB3,8.523
14590,2023-01-02,ZARGB2,8.216
14552,2022-12-30,SATB12M,8.231
14553,2022-12-30,R2023,7.4
14565,2022-12-30,ZARGB2,8.215
14555,2022-12-30,R2030,10.17
14556,2022-12-30,R213,10.575
14557,2022-12-30,R2032,10.775
14558,2022-12-30,R2035,11.27
14559,2022-12-30,R209,11.275
14560,2022-12-30,R2037,11.48
14561,2022-12-30,R2040,11.55
14562,2022-12-30,R214,11.43
14563,2022-12-30,R2044,11.565
14564,2022-12-30,R2048,11.39
14554,2022-12-30,R186,8.75
14566,2022-12-30,ZARGB3,8.521
14572,2022-12-30,ZARGB30,11.183
14576,2022-12-30,REPO,7.0
14575,2022-12-30,SATB9M,8.35
14574,2022-12-30,SATB6M,8.17
14573,2022-12-30,SATB3M,6.6
14567,2022-12-30,ZARGB5,9.216
14571,2022-12-30,ZARGB25,11.398
14570,2022-12-30,ZARGB20,11.514
14569,2022-12-30,ZARGB15,11.501
14568,2022-12-30,ZARGB10,10.901
14541,2022-12-29,R214,11.495
14532,2022-12-29,R2023,7.4
14533,2022-12-29,R186,8.805
14534,2022-12-29,R2030,10.24
14535,2022-12-29,R213,10.645
14536,2022-12-29,R2032,10.845
14537,2022-12-29,R2035,11.34
14538,2022-12-29,R209,11.335
14539,2022-12-29,R2037,11.54
14540,2022-12-29,R2040,11.615
14531,2022-12-29,SATB12M,8.174
14543,2022-12-29,R2048,11.465
14542,2022-12-29,R2044,11.63
14545,2022-12-29,ZARGB3,8.546
14546,2022-12-29,ZARGB5,9.274
14547,2022-12-29,ZARGB10,10.971
14548,2022-12-29,ZARGB15,11.562
14549,2022-12-29,ZARGB20,11.579
14550,2022-12-29,ZARGB25,11.472
14551,2022-12-29,ZARGB30,11.27
14544,2022-12-29,ZARGB2,8.219
14514,2022-12-28,R213,10.63
14519,2022-12-28,R2040,11.6
14518,2022-12-28,R2037,11.525
14516,2022-12-28,R2035,11.32
14515,2022-12-28,R2032,10.83
14521,2022-12-28,R2044,11.61
14513,2022-12-28,R2030,10.225
14512,2022-12-28,R186,8.805
14511,2022-12-28,R2023,7.4
14510,2022-12-28,SATB12M,8.174
14520,2022-12-28,R214,11.475
14517,2022-12-28,R209,11.32
14522,2022-12-28,R2048,11.45
14524,2022-12-28,ZARGB3,8.545
14525,2022-12-28,ZARGB5,9.268
14526,2022-12-28,ZARGB10,10.954
14527,2022-12-28,ZARGB15,11.547
14528,2022-12-28,ZARGB20,11.559
14529,2022-12-28,ZARGB25,11.457
14530,2022-12-28,ZARGB30,11.261
14523,2022-12-28,ZARGB2,8.219
14493,2022-12-27,R213,10.555
14498,2022-12-27,R2040,11.525
14496,2022-12-27,R209,11.25
14495,2022-12-27,R2035,11.25
14494,2022-12-27,R2032,10.755
14500,2022-12-27,R2044,11.535
14492,2022-12-27,R2030,10.155
14491,2022-12-27,R186,8.725
14490,2022-12-27,R2023,7.35
14489,2022-12-27,SATB12M,8.174
14499,2022-12-27,R214,11.4
14497,2022-12-27,R2037,11.455
